id,value,feed_id,created_at,lat,lon,ele
0FFMK9QJVRXT7KYH958TBW1HY8,1013.06,2699034,2023-12-19 20:55:07 UTC,,,
0FFMK9SGJ0KTHTRMMF7MP11NN6,1010.41,2699034,2023-12-19 20:55:13 UTC,,,
0FFMK9VDNDVR16Z95YCS1QYKFH,1004.80,2699034,2023-12-19 20:55:19 UTC,,,
0FFMK9XB1J8AMQ4D35SYDE80XA,999.34,2699034,2023-12-19 20:55:26 UTC,,,
0FFMK9Z8ERXGPN2G09V00X9KEV,990.51,2699034,2023-12-19 20:55:32 UTC,,,
0FFMKA15VNHT3G0997AMZ334Y6,984.83,2699034,2023-12-19 20:55:38 UTC,,,
0FFMKA33A71668E89RSSNGE30A,990.25,2699034,2023-12-19 20:55:45 UTC,,,
0FFMKA50M4XW7CRRV172TYR69Y,991.79,2699034,2023-12-19 20:55:51 UTC,,,
0FFMKA6Y0F6SYHF1505P70X086,984.74,2699034,2023-12-19 20:55:57 UTC,,,
0FFMKA8VEBA2ECMMRD61QT664C,977.62,2699034,2023-12-19 20:56:03 UTC,,,
0FFMKAARSY5JQS4YHKQDZ08K06,976.42,2699034,2023-12-19 20:56:10 UTC,,,
0FFMKACP83S8A9EC5NG8VKAHZE,979.29,2699034,2023-12-19 20:56:16 UTC,,,
0FFMKAEKM4BQFC5V1MA4TEDQ3E,976.08,2699034,2023-12-19 20:56:22 UTC,,,
0FFMKAGGZ9XXMJDSKCFXN7TKJR,976.51,2699034,2023-12-19 20:56:29 UTC,,,
0FFMKAJECTWKPHM83ASV8MAK8C,978.04,2699034,2023-12-19 20:56:35 UTC,,,
0FFMKAMBVAMY796DN3DF7Y4REB,973.31,2699034,2023-12-19 20:56:41 UTC,,,
0FFMKAP9595P56NSZSMQ28YBTB,971.96,2699034,2023-12-19 20:56:47 UTC,,,
0FFMKAR6MKGEKJ8X9PC3WTD626,969.33,2699034,2023-12-19 20:56:54 UTC,,,
0FFMKAT401G84EDMJ21CX2RBG6,962.40,2699034,2023-12-19 20:57:00 UTC,,,
0FFMKAW1C59X32MXWA557D0MBH,957.16,2699034,2023-12-19 20:57:06 UTC,,,
0FFMKAXYQK7JTFB7F7G4DM7NNV,954.83,2699034,2023-12-19 20:57:13 UTC,,,
0FFMKAZW4VY4X7PYZPP5PENG5C,952.89,2699034,2023-12-19 20:57:19 UTC,,,
0FFMKB1SGXR8D0XDXE0SPDTB1X,946.20,2699034,2023-12-19 20:57:25 UTC,,,
0FFMKB3PXKCT35Z488PCEHM1N2,939.74,2699034,2023-12-19 20:57:31 UTC,,,
0FFMKB5MA80MRCV6F5NMZ3SF90,934.29,2699034,2023-12-19 20:57:38 UTC,,,
0FFMKB7HR0HJ1CV1YV4GDJ1ZWT,927.51,2699034,2023-12-19 20:57:44 UTC,,,
0FFMKB9F2H7KZCC52Z6X7AN14T,929.34,2699034,2023-12-19 20:57:50 UTC,,,
0FFMKBBCG11W70SHJW4ADJV4AR,932.32,2699034,2023-12-19 20:57:57 UTC,,,
0FFMKBDA0C8CAAJW3285X827QS,929.32,2699034,2023-12-19 20:58:03 UTC,,,
0FFMKBF7B1F8Y5H4ZEPV686J5D,926.97,2699034,2023-12-19 20:58:09 UTC,,,
0FFMKBH4T3KTC5SC7X4P9V6RES,929.26,2699034,2023-12-19 20:58:15 UTC,,,
0FFMKBK22KA34DW1RB6DZ74JK8,930.77,2699034,2023-12-19 20:58:22 UTC,,,
0FFMKBMZETQG1YKMQXYNN71WJD,933.52,2699034,2023-12-19 20:58:28 UTC,,,
0FFMKBPWTS6MHKTQ0NGE8XYFZA,936.97,2699034,2023-12-19 20:58:34 UTC,,,
0FFMKBRT8QMCY200WAHEJQ2RAW,936.34,2699034,2023-12-19 20:58:41 UTC,,,
