id,value,feed_id,created_at,lat,lon,ele
0FFNEGFDWV4TJR6ZPTTY1NFQM4,24.79,2699864,2023-12-20 22:16:51 UTC,,,
0FFNEGHBCNKNKPC7TAXSA46JTG,24.19,2699864,2023-12-20 22:16:57 UTC,,,
0FFNEGK8TJBTWPMPDJQKEETVCF,22.33,2699864,2023-12-20 22:17:04 UTC,,,
0FFNEGN613SN89171YT81PFQJ2,21.86,2699864,2023-12-20 22:17:10 UTC,,,
0FFNEGQ3HMMB38YASE6JXW9HM2,22.55,2699864,2023-12-20 22:17:16 UTC,,,
0FFNEGS0STACR3ATFXVVN2APP3,24.21,2699864,2023-12-20 22:17:22 UTC,,,
0FFNEGTY6VWA8HR2NK2MEDGVV5,25.48,2699864,2023-12-20 22:17:29 UTC,,,
0FFNEGWVJTFDZJR5RXS2KXJWPJ,26.21,2699864,2023-12-20 22:17:35 UTC,,,
0FFNEGYS1SKJBB0RAEAC7DS7N8,26.13,2699864,2023-12-20 22:17:41 UTC,,,
0FFNEH0PCZS3VXC809817G4S6J,25.42,2699864,2023-12-20 22:17:48 UTC,,,
0FFNEH2KS3T5TS931VQ9P312C4,24.79,2699864,2023-12-20 22:17:54 UTC,,,
0FFNEH4HD5CCYRHX8S184X5GDC,24.68,2699864,2023-12-20 22:18:00 UTC,,,
0FFNEH6EGPDXM2WV3FA5SB8W8D,25.61,2699864,2023-12-20 22:18:06 UTC,,,
0FFNEH8C01KQ1KW3JQAJN37PX9,25.85,2699864,2023-12-20 22:18:13 UTC,,,
0FFNEHA99M4RHRTFR1JQKGH77S,25.11,2699864,2023-12-20 22:18:19 UTC,,,
0FFNEHC6PEP4PW6YN6M2SG2253,24.11,2699864,2023-12-20 22:18:25 UTC,,,
0FFNEHE43VAB3332DJ2AJDF0C7,22.45,2699864,2023-12-20 22:18:32 UTC,,,
0FFNEHG1EKH1FVTYZF6KW4DEJP,20.54,2699864,2023-12-20 22:18:38 UTC,,,
0FFNEHHYZ0WX81B98G8QPYCB28,19.89,2699864,2023-12-20 22:18:44 UTC,,,
0FFNEHKWNJ80W2FZQ9P74BYW81,19.79,2699864,2023-12-20 22:18:51 UTC,,,
0FFNEHNSPH71QKERTEYKVCCXC7,19.30,2699864,2023-12-20 22:18:57 UTC,,,
0FFNEHQQ2NK1HDVRJRPB1JFRYX,18.65,2699864,2023-12-20 22:19:03 UTC,,,
0FFNEHSMF2KC6CE9JMP0HRXBC9,17.98,2699864,2023-12-20 22:19:09 UTC,,,
0FFNEHVJ0BJVXD4P64PTE9M651,19.23,2699864,2023-12-20 22:19:16 UTC,,,
0FFNEHXF7HHPB1TEGSZXA86ZVT,20.75,2699864,2023-12-20 22:19:22 UTC,,,
0FFNEHZCQ8B9D189S2A18Q3SJ7,21.95,2699864,2023-12-20 22:19:28 UTC,,,
0FFNEJ1A0WE15G8AD704FNMA0J,22.70,2699864,2023-12-20 22:19:34 UTC,,,
0FFNEJ37DRCZHR5ZSVPQYP4B9M,22.86,2699864,2023-12-20 22:19:41 UTC,,,
0FFNEJ54SBG2T2957ZZEJ87J1E,22.37,2699864,2023-12-20 22:19:47 UTC,,,
0FFNEJ724HQRE68C63MKGF4AA1,21.39,2699864,2023-12-20 22:19:53 UTC,,,
0FFNEJ8ZRDHEV5EP2643DF16W0,20.82,2699864,2023-12-20 22:20:00 UTC,,,
0FFNEJAWYJR7BMT5P96NA3VWHN,20.62,2699864,2023-12-20 22:20:06 UTC,,,
0FFNEJCTE667ZEH95H2Q1BWFZ1,20.70,2699864,2023-12-20 22:20:12 UTC,,,
0FFNEJEQPSE6J05ANFN34PVRW7,20.09,2699864,2023-12-20 22:20:18 UTC,,,
0FFNEJGN55TX84E3GGSF9HY2VP,19.15,2699864,2023-12-20 22:20:25 UTC,,,
0FFNEJJJK4ERMSDE3PTGAVA98M,19.50,2699864,2023-12-20 22:20:31 UTC,,,
0FFNEJMFVZJCJEA6XHR2ZAKAVB,19.63,2699864,2023-12-20 22:20:37 UTC,,,
0FFNEJPD9M01KT8TH7P4ZDR7ZX,18.68,2699864,2023-12-20 22:20:44 UTC,,,
0FFNEJRAPA6WNVKEKAX6WHZWD2,17.45,2699864,2023-12-20 22:20:50 UTC,,,
0FFNEJT832HP6DPVWBDWRHTPK2,17.01,2699864,2023-12-20 22:20:56 UTC,,,
0FFNEJW5EJATT1JMMDHVKFYVDN,17.10,2699864,2023-12-20 22:21:02 UTC,,,
0FFNEJY2TM2C80W0WQB7Q03X5N,17.56,2699864,2023-12-20 22:21:09 UTC,,,
0FFNEK0075CFXG005E0DEF8FM9,18.05,2699864,2023-12-20 22:21:15 UTC,,,
0FFNEK1XMCGDCVDMYF8HC2SW0X,18.16,2699864,2023-12-20 22:21:21 UTC,,,
0FFNEK3V274KK5KTHXQMBA160N,18.39,2699864,2023-12-20 22:21:28 UTC,,,
0FFNEK5RFSMPSV9RMX0CJA1Z1M,18.14,2699864,2023-12-20 22:21:34 UTC,,,
0FFNEK7NSQXPNTA2TMDKNK7WC0,17.76,2699864,2023-12-20 22:21:40 UTC,,,
0FFNEK9K8YVV1Y0VH539WN2YWE,17.03,2699864,2023-12-20 22:21:47 UTC,,,
0FFNEKBGJ6TB2A7ZZZFMYFQAKW,17.13,2699864,2023-12-20 22:21:53 UTC,,,
0FFNEKDDYTGMB806KB9KZHPGPJ,17.23,2699864,2023-12-20 22:21:59 UTC,,,
0FFNEKFBGPF5S0XT87YP2DJM0Z,17.45,2699864,2023-12-20 22:22:05 UTC,,,
0FFNEKH8SJ5ZQ5CW2287X26MQW,17.69,2699864,2023-12-20 22:22:12 UTC,,,
0FFNEKK64CNFQNPZAV6HDWGN5Q,18.00,2699864,2023-12-20 22:22:18 UTC,,,
0FFNEKN3GE4FCX6Q9D8D8T85BV,18.10,2699864,2023-12-20 22:22:24 UTC,,,
0FFNEKQ0Y548BEEC5DHZX88GJ0,17.88,2699864,2023-12-20 22:22:31 UTC,,,
0FFNEKRYBEXNPEYWKVD0XNR659,18.43,2699864,2023-12-20 22:22:37 UTC,,,
0FFNEKTVS28MC1R96W1DJK6HAB,17.99,2699864,2023-12-20 22:22:43 UTC,,,
0FFNEKWS2HW6AQ1GH6RBEC18EJ,16.86,2699864,2023-12-20 22:22:49 UTC,,,
0FFNEKYPFNGZMTMW4J50HZ0FSA,15.82,2699864,2023-12-20 22:22:56 UTC,,,
0FFNEM0KX2X0WDQ3VKVDWR2RER,15.77,2699864,2023-12-20 22:23:02 UTC,,,
