si,pga,x,y,z,time,erdbeben
0,0,-21.00,-153.00,14.00,110940,0
0,0,-17.00,-167.00,20.00,110963,0
0,0,-27.00,-133.00,4.00,110986,0
0,0,-25.00,-171.00,30.00,111009,0
0,0,-327.00,-147.00,84.00,111033,0
0,0,-357.00,-307.00,324.00,111056,0
0,0,-455.00,-11.00,-158.00,111079,0
0,0,-227.00,-71.00,-96.00,111103,0
0,0,-623.00,-87.00,288.00,111126,0
0,0,351.00,-311.00,-270.00,111150,0
0,0,175.00,-445.00,-146.00,111173,0
0,0,5.00,-277.00,-146.00,111197,0
0,0,-89.00,-27.00,206.00,111221,0
0,0,-343.00,73.00,402.00,111244,0
0,0,-155.00,-61.00,284.00,111268,0
0,0,477.00,23.00,32.00,111291,0
0,0,-155.00,-323.00,52.00,111315,0
0,0,-3.00,-237.00,-316.00,111338,0
0,0,-41.00,-239.00,-132.00,111361,0
0,0,-219.00,-329.00,-154.00,111385,0
0,0,-287.00,-29.00,136.00,111409,0
0,0,267.00,211.00,168.00,111432,0
0,0,-37.00,-223.00,-96.00,111456,0
0,0,-171.00,-31.00,-24.00,111479,0
0,0,77.00,-33.00,-20.00,111503,0
0,0,-107.00,-13.00,204.00,111526,0
0,0,289.00,-381.00,140.00,111550,0
0,0,573.00,-243.00,-252.00,111574,0
0,0,693.00,-175.00,-124.00,111597,0
0,0,1005.00,151.00,-106.00,111621,0
0,0,-55.00,27.00,-144.00,111644,0
0,0,13.00,-139.00,-2.00,111668,0
0,0,-49.00,-225.00,-14.00,111692,0
0,0,81.00,-211.00,62.00,111715,0
0,0,-43.00,-147.00,-10.00,111738,0
0,0,-3.00,-145.00,-12.00,111762,0
0,0,-37.00,-133.00,-48.00,111786,0
0,0,-29.00,-115.00,30.00,111809,0
0,0,5.00,-145.00,48.00,111832,0
0,0,-31.00,-145.00,16.00,111856,0
0,0,-15.00,-189.00,30.00,111880,0
0,0,-23.00,-181.00,-6.00,111904,0
0,0,-25.00,-133.00,8.00,111927,0
0,0,-7.00,-109.00,30.00,111950,0
0,0,-9.00,-135.00,28.00,111974,0
0,0,-19.00,-159.00,14.00,111997,0
0,0,-13.00,-157.00,-2.00,112021,0
0,0,-7.00,-179.00,22.00,112044,0
0,0,-5.00,-153.00,32.00,112067,0
0,0,-13.00,-181.00,20.00,112111,0
0,0,-21.00,-151.00,18.00,112134,0
0,0,-19.00,-149.00,18.00,112157,0
0,0,-21.00,-159.00,16.00,112181,0
0,0,-15.00,-173.00,20.00,112205,0
0,0,-25.00,-177.00,36.00,112228,0
0,0,-7.00,-143.00,20.00,112252,0
0,0,-15.00,-143.00,10.00,112275,0
0,0,-19.00,-145.00,12.00,112298,0
0,0,-17.00,-163.00,30.00,112321,0
0,0,-23.00,-149.00,-30.00,112345,0
0,0,-19.00,-153.00,20.00,112368,0
0,0,-21.00,-145.00,30.00,112392,0
0,0,-9.00,-157.00,8.00,112436,0
0,0,-21.00,-155.00,-20.00,112459,0
0,0,-15.00,-151.00,42.00,112483,0
0,0,-29.00,-161.00,4.00,112507,0
0,0,-15.00,-165.00,-2.00,112530,0
0,0,-13.00,-155.00,-8.00,112554,0
0,0,-11.00,-161.00,48.00,112577,0
0,0,-5.00,-159.00,18.00,112601,0
0,0,289.00,-147.00,-46.00,112624,0
0,0,223.00,-139.00,26.00,112647,0
0,0,103.00,-17.00,330.00,112671,0
0,0,385.00,37.00,-316.00,112694,0
0,0,291.00,-75.00,-108.00,112718,0
0,0,-253.00,85.00,38.00,112761,0
0,0,-97.00,-273.00,-348.00,112785,0
0,0,-75.00,31.00,50.00,112808,0
0,0,-131.00,-37.00,166.00,112831,0
0,0,-129.00,-495.00,-148.00,112855,0
0,0,203.00,-161.00,-26.00,112879,0
0,0,293.00,51.00,-284.00,112902,0
0,0,-281.00,-89.00,-142.00,112926,0
0,0,-193.00,-277.00,-120.00,112950,0
0,0,55.00,51.00,4.00,112973,0
0,0,-35.00,-141.00,34.00,112996,0
0,0,-93.00,-1125.00,-778.00,113020,0
0,0,171.00,-687.00,242.00,113043,0
0.00,0.00,-469.00,-195.00,-10.00,113149,1
0.00,0.00,-1233.00,-511.00,-36.00,113214,1
0.00,0.00,-125.00,-11.00,22.00,113279,1
0.00,0.00,-21.00,-149.00,-22.00,113345,1
0.00,0.00,5.00,-201.00,84.00,113410,1
0.00,0.00,-23.00,-185.00,4.00,113475,1
0.00,0.00,-29.00,-143.00,16.00,113540,1
0.00,0.00,-9.00,-143.00,10.00,113606,1
0.00,0.00,-7.00,-171.00,22.00,113671,1
0.00,0.00,-21.00,-153.00,10.00,113757,1
0,0,-11.00,-141.00,38.00,113781,0
0,0,-9.00,-151.00,26.00,113804,0
0,0,-19.00,-147.00,16.00,113828,0
0,0,-21.00,-157.00,14.00,113852,0
0,0,-9.00,-153.00,4.00,113875,0
0,0,-15.00,-149.00,14.00,113898,0
0,0,-15.00,-149.00,8.00,113922,0
0,0,-23.00,-161.00,10.00,113946,0
0,0,-19.00,-143.00,8.00,113969,0
0,0,-31.00,-171.00,24.00,113993,0
0,0,-7.00,-155.00,14.00,114016,0
0,0,-11.00,-149.00,18.00,114039,0
0,0,-1.00,-155.00,22.00,114063,0
0,0,-13.00,-161.00,18.00,114086,0
0,0,-19.00,-165.00,6.00,114110,0
0,0,-21.00,-135.00,18.00,114133,0
0,0,-11.00,-155.00,12.00,114157,0
0,0,-15.00,-141.00,36.00,114180,0
0,0,-23.00,-159.00,10.00,114204,0
0,0,-615.00,-387.00,252.00,114227,0
0,0,115.00,-401.00,-294.00,114251,0
0,0,-205.00,-403.00,-214.00,114275,0
0,0,-339.00,-315.00,-372.00,114299,0
0,0,29.00,-295.00,-160.00,114322,0
0,0,-443.00,-1.00,218.00,114346,0
0,0,321.00,-575.00,394.00,114369,0
0,0,175.00,-79.00,-6.00,114393,0
0,0,125.00,-213.00,-148.00,114416,0
0,0,187.00,-297.00,-172.00,114440,0
0,0,-235.00,183.00,268.00,114463,0
0,0,-409.00,-205.00,-60.00,114487,0
0,0,241.00,-473.00,-368.00,114511,0
0,0,239.00,-113.00,48.00,114534,0
0,0,-143.00,-51.00,-208.00,114558,0
0,0,141.00,125.00,-28.00,114581,0
0,0,-79.00,3.00,346.00,114604,0
0,0,-365.00,-229.00,-28.00,114627,0
0,0,-147.00,-497.00,-196.00,114650,0
0,0,-97.00,-37.00,-342.00,114673,0
0,0,147.00,-289.00,-220.00,114696,0
0,0,405.00,233.00,212.00,114719,0
0,0,201.00,-779.00,-894.00,114743,0
0,0,425.00,125.00,-54.00,114766,0
0,0,173.00,-281.00,-358.00,114789,0
0,0,-223.00,-385.00,-252.00,114813,0
0,0,93.00,-363.00,266.00,114836,0
0,0,-31.00,-223.00,-16.00,114860,0
0,0,-135.00,-127.00,72.00,114883,0
0,0,-81.00,-95.00,-20.00,114907,0
0,0,-11.00,-129.00,46.00,114931,0
0,0,-41.00,-133.00,50.00,114975,0
0,0,-17.00,-177.00,-6.00,114998,0
0,0,-19.00,-169.00,24.00,115022,0
0,0,3.00,-155.00,14.00,115045,0
0,0,-27.00,-141.00,-4.00,115069,0
0,0,-21.00,-157.00,12.00,115092,0
0,0,-47.00,-141.00,34.00,115116,0
0,0,-29.00,-141.00,20.00,115139,0
0,0,-35.00,-161.00,30.00,115163,0
0,0,-19.00,-149.00,16.00,115187,0
0,0,1.00,-147.00,26.00,115210,0
0,0,-21.00,-157.00,46.00,115234,0
0,0,-17.00,-123.00,18.00,115257,0
0,0,-9.00,-165.00,24.00,115300,0
0,0,-7.00,-153.00,14.00,115324,0
0,0,-13.00,-143.00,38.00,115347,0
0,0,-19.00,-155.00,20.00,115371,0
0,0,-3.00,-131.00,12.00,115394,0
0,0,-21.00,-145.00,8.00,115418,0
0,0,-33.00,-127.00,18.00,115442,0
0,0,-35.00,-157.00,6.00,115465,0
0,0,-9.00,-163.00,38.00,115488,0
0,0,-7.00,-153.00,0.00,115512,0
0,0,-23.00,-157.00,-4.00,115535,0
0,0,-15.00,-157.00,2.00,115559,0
0,0,-17.00,-153.00,36.00,115582,0
0,0,-25.00,-149.00,32.00,115626,0
0,0,-3.00,-157.00,8.00,115649,0
0,0,-21.00,-147.00,10.00,115673,0
0,0,-31.00,-145.00,12.00,115696,0
0,0,-25.00,-165.00,42.00,115720,0
0,0,-13.00,-143.00,4.00,115743,0
0,0,-15.00,-159.00,6.00,115767,0
0,0,-9.00,-161.00,32.00,115790,0
0,0,305.00,-183.00,16.00,115814,0
0,0,275.00,-283.00,202.00,115837,0
0,0,305.00,-87.00,-492.00,115861,0
0,0,401.00,-223.00,-208.00,115885,0
0,0,-229.00,-403.00,-162.00,115908,0
0.00,0.00,163.00,-237.00,356.00,116014,1
0.00,0.00,67.00,3.00,106.00,116079,1
0.00,0.00,-99.00,-319.00,-356.00,116145,1
0.00,0.00,41.00,-47.00,12.00,116210,1
0.00,0.00,-199.00,-405.00,-418.00,116276,1
0.00,0.00,-203.00,-845.00,-944.00,116341,1
0.00,0.00,179.00,-347.00,44.00,116406,1
0.00,0.00,155.00,-351.00,-26.00,116472,1
0.00,0.00,-43.00,-145.00,28.00,116537,1
0.00,0.00,-9.00,-129.00,28.00,116623,1
0,0,3.00,-167.00,38.00,116646,0
0,0,-19.00,-169.00,-2.00,116670,0
0,0,-7.00,-175.00,16.00,116693,0
0,0,15.00,-157.00,24.00,116717,0
0,0,-19.00,-153.00,40.00,116740,0
0,0,-9.00,-151.00,26.00,116764,0
0,0,-23.00,-161.00,18.00,116787,0
0,0,-23.00,-185.00,-26.00,116811,0
0,0,-3.00,-167.00,8.00,116834,0
0,0,-11.00,-143.00,26.00,116858,0
0,0,-23.00,-135.00,-4.00,116881,0
0,0,-1.00,-147.00,32.00,116905,0
0,0,-21.00,-169.00,2.00,116928,0
0,0,-19.00,-165.00,10.00,116952,0
0,0,-33.00,-153.00,20.00,116975,0
0,0,-25.00,-161.00,34.00,116998,0
0,0,-37.00,-137.00,20.00,117021,0
0,0,-27.00,-145.00,14.00,117045,0
0,0,-23.00,-153.00,16.00,117068,0
0,0,-11.00,-147.00,18.00,117092,0
0,0,-15.00,-153.00,24.00,117115,0
0,0,-9.00,-141.00,46.00,117139,0
0,0,-13.00,-143.00,-10.00,117162,0
0,0,-7.00,-151.00,30.00,117186,0
0,0,-15.00,-155.00,22.00,117209,0
0,0,-17.00,-157.00,22.00,117233,0
0,0,-13.00,-159.00,22.00,117256,0
0,0,-21.00,-131.00,2.00,117279,0
0,0,-11.00,-161.00,10.00,117302,0
0,0,-15.00,-149.00,20.00,117326,0
0,0,-37.00,-167.00,46.00,117349,0
0,0,-13.00,-143.00,32.00,117372,0
0,0,-785.00,-317.00,114.00,117396,0
0,0,-989.00,-305.00,-126.00,117419,0
0,0,67.00,-373.00,-224.00,117443,0
0,0,-149.00,-57.00,316.00,117466,0
0,0,-89.00,-233.00,-4.00,117490,0
0,0,257.00,-127.00,48.00,117513,0
0,0,45.00,-199.00,52.00,117537,0
0,0,77.00,257.00,124.00,117560,0
0,0,-61.00,125.00,206.00,117584,0
0,0,-317.00,-275.00,-46.00,117607,0
0,0,39.00,-203.00,162.00,117631,0
0,0,295.00,-113.00,482.00,117654,0
0,0,-315.00,-193.00,-40.00,117678,0
0,0,-51.00,-47.00,8.00,117702,0
0,0,-83.00,-31.00,268.00,117725,0
0,0,-131.00,361.00,-582.00,117749,0
0,0,-61.00,-287.00,22.00,117772,0
0,0,153.00,-371.00,-130.00,117796,0
0,0,-279.00,-363.00,-404.00,117840,0
0,0,-197.00,167.00,238.00,117863,0
0,0,3.00,-159.00,264.00,117886,0
